-1.542892291,-1.542892291
-3.797893258,-1.94398592172165
0.7524558213,-2.17313246946247
0.4148978505,-2.8606408788713
-0.5568027645,-3.77160358761374
0.5167194414,-4.08667283181197
0.3166329071,-4.03505223350615
1.111880414,-4.38448778307353
-3.369979983,-5.23817154512925
-0.4772283428,-5.50739883092279
-0.2534171881,-5.67348883976764
0.6497443109,-6.10885228055222
-1.791630201,-6.81352759405875
2.774989593,-7.23739120612973
-0.7101913623,-7.50086690738369
1.390454435,-7.80441960143986
-2.335209994,-7.90748235028794
-2.759249961,-8.13086874431412
-1.74049108,-8.42872319383471
7.057184779,-8.46290665797444
3.352186932,-8.67475070357248
1.428251974,-9.20173899854301
1.503775517,-9.85476890141
-0.122233788,-10.502081460188
-0.1586778482,-11.0577142818046
0.4032885675,-11.3268578168526
-1.210806646,-12.0142721260008
-1.904887445,-12.6329324425013
-1.509882894,-13.1541784805544
1.363516793,-13.5894394905624
-3.074326171,-13.9502669505345
-5.105256761,-14.8726069072892
-2.660231442,-15.6115605693678
-0.1155565323,-15.8233586035852
-1.703992539,-15.7143214912097
-2.450731057,-15.9089589116025
-1.736092066,-16.2697406496555
-0.8031790014,-16.321112874619
-1.495078113,-16.1719603845638
2.582790614,-16.7905126339853
0.9931073171,-17.4434540605344
-0.4064915438,-17.7870114783968
-1.361401003,-18.5087239560431
3.940436916,-18.9553448353943
-1.416992309,-19.3275435175395
-2.367991616,-20.0263312955917
1.739780861,-20.1349198394894
1.193001322,-20.581554734337
-2.845885151,-20.7990542790667
0.05944295063,-21.4576867759813
1.246173389,-22.2480748514853
-0.4787917762,-22.8322123812665
-0.181028403,-23.4048798746233
-4.061681673,-23.9661297051391
-1.040934874,-24.5044167353709
3.567833442,-25.1629590603737
-0.5861670667,-25.7184139646356
0.5181482074,-26.119151450818
-4.208093229,-26.4282709044948
-2.534165543,-26.2732755572255
-2.97959863,-26.2672548799323
-1.073274515,-26.9773987402919
1.588801738,-27.1890333970538
-0.4356420293,-27.4579857772453
3.264413204,-27.4232247092686
-1.201424459,-28.351076962479
-4.329777629,-29.4909484562189
-1.927503435,-29.3187187232091
1.031886251,-29.4615769989361
15.8578823,-14.7247202209091
28.98856069,0.000657467224926465
44.63179624,14.8291777425504
61.28178648,29.8066879508711
77.03857275,44.3143883809542
88.9898549,58.5928766025463
105.5011013,72.5562698853795
116.7791812,86.6227607157635
128.4680267,101.164770851101
144.8426987,115.277090919844
166.2214273,130.403624439381
178.9961266,145.495751523001
179.2135801,145.232615704606
178.7336114,144.780403466859
186.1938065,144.643412982439
182.8288062,144.414710046592
176.1082852,143.744753975488
177.4730856,143.189413465471
182.3091496,142.932074677253
178.8259156,142.754908653986
181.4518658,142.514753100024
177.5446212,142.286010720113
180.9324968,141.942723421295
181.725246,141.656745386249
178.9365218,141.405113104865
176.710921,141.073243060233
178.1654585,140.403354472133
178.968162,140.249139861275
182.8984399,139.882984572305
182.0438236,139.367856012952
175.4589093,138.2395944038
183.3648131,137.472404620604
177.0151049,136.928595802859
175.3372112,136.711354669952
180.6189011,136.545747830667
183.5202295,136.259859695109
176.8581545,136.271826186457
181.832974,136.301043232463
184.1665837,135.912035121172
182.2194077,135.396958393489
181.3541424,135.116787048042
176.4185339,134.670401826016
179.0855381,133.559432786895
177.4377425,132.580235683069
177.642139,132.202651538977
179.0128719,131.338081210666
181.3025015,130.450632284527
173.0801385,129.288075368046
176.3141083,129.683999130336
180.3776513,129.701821319983
176.6202178,129.679489774613
181.037631,129.857746447657
179.6380138,129.995876852956
176.8932199,129.68706972784
181.2340768,130.048672964317
180.4390912,129.992007781229
179.0455207,129.18476055739
185.6989735,128.990663769778
181.2126983,128.303775785422
182.7064795,127.57680851511
182.6025672,126.460242602438
180.6805269,124.828011051496
179.3503248,124.209905896609
179.3917598,123.826718745567
179.1876089,124.142533604931
179.3172173,124.22916588345
176.408362,124.201170591744
181.3033456,123.835195963711
180.4438717,123.434838128948
176.8819344,123.080276825095
181.0181271,122.313247199793
180.3756078,121.637891232176
178.4380261,121.884970006119
176.9087776,121.289789145232
182.9158523,120.442592533949
178.208278,119.578159148951
175.6902402,118.736623119224
178.3271878,118.233171444105
163.6268162,102.930227453054
147.8783262,87.4783107280567
134.9625437,72.467597692268
118.8464454,57.0214283579645
101.8394316,41.4778379054686
89.30797095,25.9113670792689
76.24935357,11.2444600952931
60.87664145,-3.99540634440351
43.87362295,-19.2009177855114
28.39198669,-34.1600639059223
15.89954157,-49.3426299395017
